Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-11-19 00:00:00+01:00,53.266807556152344,54.873268127441406,47.771026611328125,48.954734802246094,24729,0.0,0.0
2024-11-20 00:00:00+01:00,51.57579803466797,60.8763542175293,41.09153747558594,42.52889633178711,76689,0.0,0.0
2024-11-21 00:00:00+01:00,42.4443473815918,48.19377899169922,40.58423614501953,46.840972900390625,40349,0.0,0.0
2024-11-22 00:00:00+01:00,46.840972900390625,48.109230041503906,42.78254699707031,44.558109283447266,19219,0.0,0.0
2024-11-25 00:00:00+01:00,44.050804138183594,47.09462356567383,42.9516487121582,45.14996337890625,14776,0.0,0.0
2024-11-26 00:00:00+01:00,44.47355651855469,45.657264709472656,41.85249328613281,43.8817024230957,7098,0.0,0.0
2024-11-27 00:00:00+01:00,43.8817024230957,48.61653137207031,42.78254699707031,45.40361404418945,12474,0.0,0.0
2024-11-28 00:00:00+01:00,45.657264709472656,47.432823181152344,44.13535690307617,46.16456985473633,8870,0.0,0.0
2024-11-29 00:00:00+01:00,46.08001708984375,51.99855041503906,43.96625518798828,47.17917251586914,40782,0.0,0.0
2024-12-02 00:00:00+01:00,25.36514663696289,26.168376922607422,20.883970260620117,22.828632354736328,260666,0.0,0.0
2024-12-03 00:00:00+01:00,22.828632354736328,23.92778968811035,20.71487045288086,21.095346450805664,103646,0.0,0.0
2024-12-04 00:00:00+01:00,21.264448165893555,22.659530639648438,18.220630645751953,19.023860931396484,107822,0.0,0.0
2024-12-05 00:00:00+01:00,19.319786071777344,22.659530639648438,19.319786071777344,20.799419403076172,88414,0.0,0.0
2024-12-06 00:00:00+01:00,20.503494262695312,21.98312759399414,19.06613540649414,20.84169578552246,83787,0.0,0.0
2024-12-09 00:00:00+01:00,20.84169578552246,21.095346450805664,19.06613540649414,20.588043212890625,18949,0.0,0.0
2024-12-10 00:00:00+01:00,19.53116226196289,38.04772186279297,19.446611404418945,26.04155158996582,298658,0.0,0.0
2024-12-11 00:00:00+01:00,27.52118492126465,31.621883392333984,24.90011978149414,24.942394256591797,146604,0.0,0.0
2024-12-12 00:00:00+01:00,26.210651397705078,26.929330825805664,21.98312759399414,22.828632354736328,58646,0.0,0.0
2024-12-13 00:00:00+01:00,22.95545768737793,29.592670440673828,22.025402069091797,24.012338638305664,144373,0.0,0.0
2024-12-16 00:00:00+01:00,24.05461311340332,24.1391658782959,22.236778259277344,22.913183212280273,46775,0.0,0.0
2024-12-17 00:00:00+01:00,22.913183212280273,24.012338638305664,21.98312759399414,23.420486450195312,50335,0.0,0.0
2024-12-18 00:00:00+01:00,23.420486450195312,23.674137115478516,21.98312759399414,22.532705307006836,35299,0.0,0.0
2024-12-19 00:00:00+01:00,22.279054641723633,22.32132911682129,21.30672264099121,21.771751403808594,19216,0.0,0.0
2024-12-20 00:00:00+01:00,21.4758243560791,23.547311782836914,21.137622833251953,22.532705307006836,20305,0.0,0.0
2024-12-23 00:00:00+01:00,22.828632354736328,23.293659210205078,21.68720054626465,22.279054641723633,27608,0.0,0.0
2024-12-27 00:00:00+01:00,21.898576736450195,23.166833877563477,21.137622833251953,21.4758243560791,31854,0.0,0.0
2024-12-30 00:00:00+01:00,21.4758243560791,22.025402069091797,20.123016357421875,21.053071975708008,27296,0.0,0.0
2025-01-02 00:00:00+01:00,21.095346450805664,21.856300354003906,20.20756721496582,21.3489990234375,12490,0.0,0.0
2025-01-03 00:00:00+01:00,21.856300354003906,21.94085121154785,21.095346450805664,21.137622833251953,14364,0.0,0.0
2025-01-07 00:00:00+01:00,21.137622833251953,21.602649688720703,20.461217880249023,20.588043212890625,14000,0.0,0.0
2025-01-08 00:00:00+01:00,20.757144927978516,20.757144927978516,19.023860931396484,19.40433692932129,66999,0.0,0.0
2025-01-09 00:00:00+01:00,19.446611404418945,20.503494262695312,18.685657501220703,18.89703369140625,25772,0.0,0.0
2025-01-10 00:00:00+01:00,18.77020835876465,19.827089309692383,18.77020835876465,19.362062454223633,14896,0.0,0.0
2025-01-13 00:00:00+01:00,19.40433692932129,19.953914642333984,18.643383026123047,19.150686264038086,9907,0.0,0.0
2025-01-14 00:00:00+01:00,18.812484741210938,19.70026397705078,18.685657501220703,19.446611404418945,9812,0.0,0.0
