Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-15 00:00:00+01:00,19.192960739135742,21.053071975708008,18.60110855102539,19.192960739135742,30729,0.0,0.0
2025-01-16 00:00:00+01:00,21.94085121154785,25.196046829223633,19.446611404418945,19.446611404418945,168497,0.0,0.0
2025-01-17 00:00:00+01:00,20.249841690063477,20.292116165161133,16.571895599365234,16.952373504638672,103388,0.0,0.0
2025-01-20 00:00:00+01:00,9.588025093078613,11.820158004760742,8.708700180053711,10.73791217803955,467282,0.0,0.0
2025-01-21 00:00:00+01:00,10.146058082580566,10.82246208190918,9.46965503692627,10.298249244689941,110896,0.0,0.0
2025-01-22 00:00:00+01:00,10.399709701538086,13.189875602722168,10.399709701538086,11.228304862976074,266077,0.0,0.0
2025-01-23 00:00:00+01:00,11.837067604064941,15.219087600708008,11.701786994934082,14.136841773986816,206032,0.0,0.0
2025-01-24 00:00:00+01:00,55.099998474121094,120.0,44.0,51.0,289644,0.0,0.0
2025-01-27 00:00:00+01:00,64.0,70.0,52.099998474121094,56.0,222891,0.0,0.0
2025-01-28 00:00:00+01:00,57.29999923706055,59.0,38.29999923706055,41.400001525878906,84130,0.0,0.0
2025-01-29 00:00:00+01:00,41.900001525878906,45.0,36.29999923706055,37.0,47632,0.0,0.0
2025-01-30 00:00:00+01:00,36.70000076293945,36.70000076293945,31.200000762939453,32.5,42671,0.0,0.0
2025-01-31 00:00:00+01:00,33.70000076293945,46.400001525878906,33.400001525878906,40.400001525878906,92447,0.0,0.0
2025-02-03 00:00:00+01:00,40.400001525878906,43.5,30.299999237060547,32.70000076293945,80892,0.0,0.0
2025-02-04 00:00:00+01:00,32.0,32.900001525878906,29.0,30.700000762939453,37033,0.0,0.0
2025-02-05 00:00:00+01:00,31.0,31.899999618530273,25.0,27.799999237060547,30893,0.0,0.0
2025-02-06 00:00:00+01:00,35.20000076293945,36.599998474121094,27.0,30.100000381469727,92458,0.0,0.0
2025-02-07 00:00:00+01:00,30.899999618530273,32.5,27.5,30.5,20602,0.0,0.0
2025-02-10 00:00:00+01:00,31.100000381469727,34.0,29.0,32.0,25624,0.0,0.0
2025-02-11 00:00:00+01:00,33.099998474121094,33.099998474121094,29.5,30.799999237060547,28827,0.0,0.0
2025-02-12 00:00:00+01:00,30.399999618530273,32.400001525878906,29.5,30.600000381469727,8533,0.0,0.0
2025-02-13 00:00:00+01:00,31.799999237060547,40.0,30.700000762939453,37.900001525878906,45178,0.0,0.0
2025-02-14 00:00:00+01:00,37.900001525878906,43.599998474121094,37.79999923706055,40.0,31771,0.0,0.0
2025-02-17 00:00:00+01:00,41.79999923706055,69.0999984741211,41.79999923706055,50.099998474121094,88030,0.0,0.0
2025-02-18 00:00:00+01:00,51.20000076293945,56.20000076293945,41.20000076293945,43.099998474121094,59352,0.0,0.0
2025-02-19 00:00:00+01:00,43.900001525878906,44.79999923706055,41.5,42.79999923706055,19973,0.0,0.0
2025-02-20 00:00:00+01:00,43.0,43.900001525878906,41.5,42.400001525878906,11015,0.0,0.0
2025-02-21 00:00:00+01:00,43.900001525878906,43.900001525878906,41.0,41.0,6875,0.0,0.0
2025-02-24 00:00:00+01:00,41.0,41.0,35.099998474121094,37.900001525878906,6137,0.0,0.0
2025-02-25 00:00:00+01:00,38.099998474121094,43.0,38.0,40.900001525878906,11907,0.0,0.0
2025-02-26 00:00:00+01:00,41.0,156.1999969482422,39.900001525878906,120.80000305175781,660341,0.0,0.0
2025-02-27 00:00:00+01:00,128.8000030517578,225.0,90.80000305175781,108.0,623856,0.0,0.0
2025-02-28 00:00:00+01:00,102.5999984741211,127.80000305175781,68.0999984741211,68.30000305175781,221511,0.0,0.0
2025-03-03 00:00:00+01:00,69.5999984741211,70.0,45.0,46.0,132035,0.0,0.0
2025-03-04 00:00:00+01:00,46.0,46.0,33.29999923706055,40.20000076293945,86127,0.0,0.0
2025-03-05 00:00:00+01:00,39.900001525878906,74.30000305175781,37.099998474121094,47.70000076293945,212687,0.0,0.0
2025-03-06 00:00:00+01:00,14.0,14.300000190734863,10.800000190734863,12.399999618530273,1591587,0.0,0.0
2025-03-07 00:00:00+01:00,11.600000381469727,12.399999618530273,10.399999618530273,10.399999618530273,612629,0.0,0.0
2025-03-10 00:00:00+01:00,10.600000381469727,10.899999618530273,8.699999809265137,9.100000381469727,1029386,0.0,0.0
2025-03-11 00:00:00+01:00,9.199999809265137,9.300000190734863,7.800000190734863,7.900000095367432,747711,0.0,0.0
2025-03-12 00:00:00+01:00,8.0,8.899999618530273,7.699999809265137,8.100000381469727,385395,0.0,0.0
2025-03-13 00:00:00+01:00,8.5,8.699999809265137,8.100000381469727,8.300000190734863,243818,0.0,0.0
2025-03-14 00:00:00+01:00,8.300000190734863,8.5,7.699999809265137,8.199999809265137,242032,0.0,0.0
2025-03-17 00:00:00+01:00,8.199999809265137,8.199999809265137,7.699999809265137,7.800000190734863,158552,0.0,0.0
2025-03-18 00:00:00+01:00,8.0,8.300000190734863,7.699999809265137,8.300000190734863,103780,0.0,0.0
2025-03-19 00:00:00+01:00,8.399999618530273,8.399999618530273,7.699999809265137,7.900000095367432,157998,0.0,0.0
2025-03-20 00:00:00+01:00,7.900000095367432,9.699999809265137,7.599999904632568,8.600000381469727,864562,0.0,0.0
2025-03-21 00:00:00+01:00,8.699999809265137,8.800000190734863,7.699999809265137,7.900000095367432,419387,0.0,0.0
2025-03-24 00:00:00+01:00,8.0,8.300000190734863,7.800000190734863,7.900000095367432,126451,0.0,0.0
2025-03-25 00:00:00+01:00,8.0,8.0,7.5,7.599999904632568,195286,0.0,0.0
2025-03-26 00:00:00+01:00,7.699999809265137,7.699999809265137,7.300000190734863,7.599999904632568,124922,0.0,0.0
2025-03-27 00:00:00+01:00,7.599999904632568,7.599999904632568,7.0,7.099999904632568,208583,0.0,0.0
2025-03-28 00:00:00+01:00,7.0,7.099999904632568,6.599999904632568,7.099999904632568,142463,0.0,0.0
2025-03-31 00:00:00+02:00,7.099999904632568,7.400000095367432,6.800000190734863,6.900000095367432,106540,0.0,0.0
2025-04-01 00:00:00+02:00,6.900000095367432,7.099999904632568,6.800000190734863,6.800000190734863,55449,0.0,0.0
2025-04-02 00:00:00+02:00,6.900000095367432,6.900000095367432,6.199999809265137,6.400000095367432,218550,0.0,0.0
2025-04-03 00:00:00+02:00,6.300000190734863,6.5,5.800000190734863,6.099999904632568,172445,0.0,0.0
2025-04-04 00:00:00+02:00,6.099999904632568,6.099999904632568,5.5,5.5,215851,0.0,0.0
2025-04-07 00:00:00+02:00,5.5,5.5,4.300000190734863,5.400000095367432,144004,0.0,0.001
2025-04-08 00:00:00+02:00,5.400000095367432,6.953000068664551,5.400000095367432,6.494999885559082,223665,0.0,0.0
2025-04-09 00:00:00+02:00,6.486999988555908,6.699999809265137,6.019999980926514,6.21999979019165,96299,0.0,0.0
2025-04-10 00:00:00+02:00,6.5,6.869999885559082,6.320000171661377,6.519999980926514,91593,0.0,0.0
2025-04-11 00:00:00+02:00,6.559999942779541,6.710999965667725,6.000999927520752,6.300000190734863,50266,0.0,0.0
2025-04-14 00:00:00+02:00,6.300000190734863,6.499000072479248,6.117000102996826,6.181000232696533,56727,0.0,0.0
2025-04-15 00:00:00+02:00,6.380000114440918,6.380000114440918,6.019999980926514,6.078000068664551,89593,0.0,0.0
2025-04-16 00:00:00+02:00,6.019999980926514,6.02400016784668,5.699999809265137,5.849999904632568,59176,0.0,0.0
2025-04-17 00:00:00+02:00,5.849999904632568,5.860000133514404,5.265999794006348,5.515999794006348,107675,0.0,0.0
2025-04-22 00:00:00+02:00,5.473999977111816,5.473999977111816,5.001999855041504,5.248000144958496,100358,0.0,0.0
2025-04-23 00:00:00+02:00,5.179999828338623,6.400000095367432,5.026000022888184,5.26800012588501,299549,0.0,0.0
2025-04-24 00:00:00+02:00,5.5,5.5,4.882999897003174,4.980000019073486,276507,0.0,0.0
2025-04-25 00:00:00+02:00,4.980000019073486,5.093999862670898,4.605000019073486,4.683000087738037,190400,0.0,0.0
2025-04-28 00:00:00+02:00,4.698999881744385,4.698999881744385,4.300000190734863,4.440000057220459,192346,0.0,0.0
2025-04-29 00:00:00+02:00,4.379000186920166,4.379000186920166,3.7799999713897705,3.984999895095825,246479,0.0,0.0
2025-04-30 00:00:00+02:00,3.8510000705718994,3.9800000190734863,3.799999952316284,3.9200000762939453,83323,0.0,0.0
2025-05-02 00:00:00+02:00,3.8420000076293945,4.331999778747559,3.8350000381469727,4.197999954223633,243669,0.0,0.0
2025-05-05 00:00:00+02:00,4.197000026702881,4.379000186920166,4.004000186920166,4.050000190734863,185867,0.0,0.0
2025-05-06 00:00:00+02:00,4.050000190734863,4.171000003814697,3.940000057220459,4.0,63562,0.0,0.0
2025-05-07 00:00:00+02:00,4.0,4.019000053405762,3.86299991607666,3.936000108718872,191314,0.0,0.0
2025-05-08 00:00:00+02:00,3.9100000858306885,4.300000190734863,3.8510000705718994,3.9690001010894775,355984,0.0,0.0
2025-05-09 00:00:00+02:00,4.083000183105469,4.330999851226807,3.997999906539917,4.150000095367432,500789,0.0,0.0
2025-05-12 00:00:00+02:00,4.348999977111816,4.348999977111816,3.8499999046325684,3.9240000247955322,216159,0.0,0.0
2025-05-13 00:00:00+02:00,3.9790000915527344,4.059000015258789,3.8610000610351562,3.8940000534057617,157151,0.0,0.0
2025-05-14 00:00:00+02:00,3.8949999809265137,4.013999938964844,3.765000104904175,3.8980000019073486,315364,0.0,0.0
2025-05-15 00:00:00+02:00,3.869999885559082,3.9000000953674316,3.799999952316284,3.859999895095825,149133,0.0,0.0
2025-05-16 00:00:00+02:00,3.859999895095825,3.997999906539917,3.819999933242798,3.993000030517578,184588,0.0,0.0
2025-05-19 00:00:00+02:00,3.993000030517578,4.289000034332275,3.869999885559082,4.199999809265137,238790,0.0,0.0
